var,construct,sub,first_val,first_val_label
YPSY6A03,본인을 잘 표현하는 단어를 원하는 만큼 자유롭게 선택해 주십시오.,"영리한 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",0,선택 안 함
YPSY6A04,본인을 잘 표현하는 단어를 원하는 만큼 자유롭게 선택해 주십시오.,"속물의 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",0,선택 안 함
YPSY6A05,본인을 잘 표현하는 단어를 원하는 만큼 자유롭게 선택해 주십시오.,"확신에 찬 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",0,선택 안 함
YPSY6A06,본인을 잘 표현하는 단어를 원하는 만큼 자유롭게 선택해 주십시오.,"인습에 얽매이지 않는 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",0,선택 안 함
YPSY6A07,본인을 잘 표현하는 단어를 원하는 만큼 자유롭게 선택해 주십시오.,"자화자찬의 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",0,선택 안 함
YPSY6A08,본인을 잘 표현하는 단어를 원하는 만큼 자유롭게 선택해 주십시오.,"가식적인 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",0,선택 안 함
YPSY6A09,본인을 잘 표현하는 단어를 원하는 만큼 자유롭게 선택해 주십시오.,"유머감각이 있는 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",0,선택 안 함
YPSY6A10,본인을 잘 표현하는 단어를 원하는 만큼 자유롭게 선택해 주십시오.,"매사에 조심스러운 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",0,선택 안 함
YPSY6A11,본인을 잘 표현하는 단어를 원하는 만큼 자유롭게 선택해 주십시오.,"개인주의적인 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",0,선택 안 함
YPSY6A12,본인을 잘 표현하는 단어를 원하는 만큼 자유롭게 선택해 주십시오.,"평범한 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",0,선택 안 함
YPSY6A13,본인을 잘 표현하는 단어를 원하는 만큼 자유롭게 선택해 주십시오.,"격식을 차리지 않는 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",0,선택 안 함
YPSY6A14,본인을 잘 표현하는 단어를 원하는 만큼 자유롭게 선택해 주십시오.,"보수적인 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",0,선택 안 함
YPSY6A15,본인을 잘 표현하는 단어를 원하는 만큼 자유롭게 선택해 주십시오.,"통찰력이 있는 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",0,선택 안 함
YPSY6A16,본인을 잘 표현하는 단어를 원하는 만큼 자유롭게 선택해 주십시오.,"관습적인 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",0,선택 안 함
YPSY6A17,본인을 잘 표현하는 단어를 원하는 만큼 자유롭게 선택해 주십시오.,"지적인 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",0,선택 안 함
YPSY6A18,본인을 잘 표현하는 단어를 원하는 만큼 자유롭게 선택해 주십시오.,"불만에 찬 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",0,선택 안 함
YPSY6A19,본인을 잘 표현하는 단어를 원하는 만큼 자유롭게 선택해 주십시오.,"관심이 다양한 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",0,선택 안 함
YPSY6A20,본인을 잘 표현하는 단어를 원하는 만큼 자유롭게 선택해 주십시오.,"정직한 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",0,선택 안 함
YPSY6A21,본인을 잘 표현하는 단어를 원하는 만큼 자유롭게 선택해 주십시오.,"발명의 재능이 있는 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",0,선택 안 함
YPSY6A22,본인을 잘 표현하는 단어를 원하는 만큼 자유롭게 선택해 주십시오.,"관심의 폭이 좁은 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",0,선택 안 함
YPSY6A23,본인을 잘 표현하는 단어를 원하는 만큼 자유롭게 선택해 주십시오.,"독창적인 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",0,선택 안 함
YPSY6A24,본인을 잘 표현하는 단어를 원하는 만큼 자유롭게 선택해 주십시오.,"예의바른 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",0,선택 안 함
YPSY6A25,본인을 잘 표현하는 단어를 원하는 만큼 자유롭게 선택해 주십시오.,"심사숙고하는 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",0,선택 안 함
YPSY6A26,본인을 잘 표현하는 단어를 원하는 만큼 자유롭게 선택해 주십시오.,"진실한 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",0,선택 안 함
YPSY6A27,본인을 잘 표현하는 단어를 원하는 만큼 자유롭게 선택해 주십시오.,"기지가 있는(재치있는, 임기응변의) / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",0,선택 안 함
YPSY6A28,본인을 잘 표현하는 단어를 원하는 만큼 자유롭게 선택해 주십시오.,"순종하는 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",0,선택 안 함
YPSY6A29,본인을 잘 표현하는 단어를 원하는 만큼 자유롭게 선택해 주십시오.,"자신감이 넘치는 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",0,선택 안 함
YPSY6A30,본인을 잘 표현하는 단어를 원하는 만큼 자유롭게 선택해 주십시오.,"의심이 많은 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",0,선택 안 함
YPSY6Asc,창의적 성격 점수,"의심이 많은 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",-,-12 ~ 18 사이의 값
YPSY7A01,다음 각 문항에 대해 평소 본인의 생각과 가장 가깝다고 생각되는 곳에 응답해 주십시오.,"나는 무엇을 하다가 다른 생각이 나면 집중하기가 어렵다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다
YPSY7A02,다음 각 문항에 대해 평소 본인의 생각과 가장 가깝다고 생각되는 곳에 응답해 주십시오.,"나는 문제를 해결하다가 어려움이 생겼을 때 크게 좌절하지 않으며, 다른 사람들보다 빨리 좌절에서 벗어난다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다
YPSY7A03,다음 각 문항에 대해 평소 본인의 생각과 가장 가깝다고 생각되는 곳에 응답해 주십시오.,"나는 어떤 문제에 잠깐 집중하다가 곧 흥미를 잃은 적이 있다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다
YPSY7A04,다음 각 문항에 대해 평소 본인의 생각과 가장 가깝다고 생각되는 곳에 응답해 주십시오.,"나는 노력가이다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다
YPSY7A05,다음 각 문항에 대해 평소 본인의 생각과 가장 가깝다고 생각되는 곳에 응답해 주십시오.,"나는 자주 목표를 세우지만 그것을 이루기 전에 다른 목표를 세우고는 한다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다
YPSY7A06,다음 각 문항에 대해 평소 본인의 생각과 가장 가깝다고 생각되는 곳에 응답해 주십시오.,"나는 무엇을 완성하는데 시간이 오래 걸리면 계속 열심히 하는 것이 어렵다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다
YPSY7A07,다음 각 문항에 대해 평소 본인의 생각과 가장 가깝다고 생각되는 곳에 응답해 주십시오.,"나는 시작하면 무조건 끝낸다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다
YPSY7A08,다음 각 문항에 대해 평소 본인의 생각과 가장 가깝다고 생각되는 곳에 응답해 주십시오.,"나는 부지런하다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다
YFAM1A01,부모님(부모님이 안 계신 경우에는 보호자)과 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,"평일(하루 평균) / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",-,시간
YFAM1A02,부모님(부모님이 안 계신 경우에는 보호자)과 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,"평일(하루 평균) / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",-,분
YFAM1A03,부모님(부모님이 안 계신 경우에는 보호자)과 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,"주말(하루 평균) / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",-,시간
YFAM1A04,부모님(부모님이 안 계신 경우에는 보호자)과 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,"주말(하루 평균) / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",-,분
YFAM3A00,형제자매는 총 몇 명입니까? 본인을 포함하여 총 몇 명인지 말씀해 주십시오.,"주말(하루 평균) / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",-,명
YFAM3B00,형제자매 순서에서 본인일 경우 본인을 선택해 주십시오.,"주말(하루 평균) / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",-,번째(전체 형제자매 중 본인의 출생 순서)
YFAM1B01,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,첫째 형제자매 / 평일(하루 평균),-,시간
YFAM1B02,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,첫째 형제자매 / 평일(하루 평균),-,분
YFAM1B03,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,첫째 형제자매 / 주말(하루 평균),-,시간
YFAM1B04,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,첫째 형제자매 / 주말(하루 평균),-,분
YFAM1C01,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,둘째 형제자매 / 평일(하루 평균),-,시간
YFAM1C02,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,둘째 형제자매 / 평일(하루 평균),-,분
YFAM1C03,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,둘째 형제자매 / 주말(하루 평균),-,시간
YFAM1C04,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,둘째 형제자매 / 주말(하루 평균),-,분
YFAM1D01,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,셋째 형제자매 / 평일(하루 평균),-,시간
YFAM1D02,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,셋째 형제자매 / 평일(하루 평균),-,분
YFAM1D03,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,셋째 형제자매 / 주말(하루 평균),-,시간
YFAM1D04,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,셋째 형제자매 / 주말(하루 평균),-,분
YFAM1E01,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,넷째 형제자매 / 평일(하루 평균),-,시간
YFAM1E02,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,넷째 형제자매 / 평일(하루 평균),-,분
YFAM1E03,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,넷째 형제자매 / 주말(하루 평균),-,시간
YFAM1E04,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,넷째 형제자매 / 주말(하루 평균),-,분
YFAM1F01,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,다섯째 형제자매 / 평일(하루 평균),-,시간
YFAM1F02,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,다섯째 형제자매 / 평일(하루 평균),-,분
YFAM1F03,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,다섯째 형제자매 / 주말(하루 평균),-,시간
YFAM1F04,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,다섯째 형제자매 / 주말(하루 평균),-,분
YFAM1G01,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,여섯째 형제자매 / 평일(하루 평균),-,시간
YFAM1G02,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,여섯째 형제자매 / 평일(하루 평균),-,분
YFAM1G03,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,여섯째 형제자매 / 주말(하루 평균),-,시간
YFAM1G04,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,여섯째 형제자매 / 주말(하루 평균),-,분
YFAM1H01,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,일곱째 형제자매 / 평일(하루 평균),-,시간
YFAM1H02,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,일곱째 형제자매 / 평일(하루 평균),-,분
YFAM1H03,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,일곱째 형제자매 / 주말(하루 평균),-,시간
YFAM1H04,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,일곱째 형제자매 / 주말(하루 평균),-,분
YFAM2A01,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님이 나를 사랑한다는 것을 표현하신다 / 주말(하루 평균),1,전혀 그렇지 않다
YFAM2A02,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님은 나와 함께 있는 것을 좋아하신다 / 주말(하루 평균),1,전혀 그렇지 않다
YFAM2A03,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님은 항상 나를 반가워하신다 / 주말(하루 평균),1,전혀 그렇지 않다
YFAM2A04,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님은 나를 특별하게 여기신다 / 주말(하루 평균),1,전혀 그렇지 않다
YFAM2B01,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님이 나를 좋아하시는지 가끔 궁금할 때가 있다 / 주말(하루 평균),1,전혀 그렇지 않다
YFAM2B02,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님은 내가 방해가 된다고 생각하신다 / 주말(하루 평균),1,전혀 그렇지 않다
YFAM2B03,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님은 나로 하여금 불필요한 존재라고 느끼게 하신다 / 주말(하루 평균),1,전혀 그렇지 않다
YFAM2B04,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님은 내가 하는 어떤 것도 만족스러워하지 않으신다 / 주말(하루 평균),1,전혀 그렇지 않다
YFAM2C01,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님은 나를 믿어주신다 / 주말(하루 평균),1,전혀 그렇지 않다
YFAM2C02,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님은 나를 있는 그대로 받아주신다 / 주말(하루 평균),1,전혀 그렇지 않다
YFAM2C03,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님은 내가 중요하게 생각하는 일을 하게 해주신다 / 주말(하루 평균),1,전혀 그렇지 않다
YFAM2C04,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님은 나의 생각을 이해하려고 노력하신다 / 주말(하루 평균),1,전혀 그렇지 않다
YFAM2D01,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님은 나에게 늘 무엇을 하라고 하신다 / 주말(하루 평균),1,전혀 그렇지 않다
YFAM2D02,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님은 나에게 이래라저래라 하신다 / 주말(하루 평균),1,전혀 그렇지 않다
YFAM2D03,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님은 어떤 일을 할 때 오로지 그분들의 방식만이 유일하게 올바른 길이라고 생각하신다 / 주말(하루 평균),1,전혀 그렇지 않다
YFAM2D04,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"부모님은 모든 것에 대해 “안 돼."" 라고 하신다 / 주말(하루 평균)",1,전혀 그렇지 않다
YFAM2E01,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"내가 무언가 하려고 할 때, 부모님이 어떻게 하라고 가르쳐 주신다 / 주말(하루 평균)",1,전혀 그렇지 않다
YFAM2E02,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"어떤 일이나 사물이 돌아가는 이치를 알고 싶어할 때, 부모님께서 설명해주신다 / 주말(하루 평균)",1,전혀 그렇지 않다
YFAM2E03,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,내게 문제가 있을 때 부모님이 어떻게 해결해야할지 도움을 주신다 / 주말(하루 평균),1,전혀 그렇지 않다
YFAM2E04,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"부모님은 내게 규칙을 말씀하실 때, 왜 지켜야 하는지 이유도 설명해주신다 / 주말(하루 평균)",1,전혀 그렇지 않다
YFAM2F01,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"부모님이 약속을 해도, 그 분들이 지키실지는 알 수 없다 / 주말(하루 평균)",1,전혀 그렇지 않다
YFAM2F02,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님은 무언가를 하겠다고 말씀하시고는 실제로는 하지 않으실 때도 가끔 있다 / 주말(하루 평균),1,전혀 그렇지 않다
YFAM2F03,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님은 나에 대한 규칙을 자주 바꾸신다 / 주말(하루 평균),1,전혀 그렇지 않다
YFAM2F04,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님은 사전에 주의도 주지 않고 화부터 내신다 / 주말(하루 평균),1,전혀 그렇지 않다
YEDU2A01,다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,친구들과 함께 시간을 보낸다 / 주말(하루 평균),1,전혀 그렇지 않다
YEDU2A02,다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,친구들은 속상하고 힘든 일을 나에게 털어놓는다 / 주말(하루 평균),1,전혀 그렇지 않다
YEDU2A03,다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,친구들에게 내 이야기를 잘한다 / 주말(하루 평균),1,전혀 그렇지 않다
YEDU2A04,다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,친구들에게 내 비밀을 이야기 할 수 있다 / 주말(하루 평균),1,전혀 그렇지 않다
YEDU2A05,다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,내가 무슨 일을 할 때 친구들은 나를 도와준다 / 주말(하루 평균),1,전혀 그렇지 않다
YEDU2A06,다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,친구들은 나를 좋아하고 잘 따른다 / 주말(하루 평균),1,전혀 그렇지 않다
YEDU2A07,다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,친구들은 나에게 관심이 있다 / 주말(하루 평균),1,전혀 그렇지 않다
YEDU2A08,다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,친구들과의 관계가 좋다 / 주말(하루 평균),1,전혀 그렇지 않다
YEDU2A09,다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,친구들과 의견 충돌이 잦다 / 주말(하루 평균),1,전혀 그렇지 않다
YEDU2A10,다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,친구와 싸우면 잘 화해하지 않는다  / 주말(하루 평균),1,전혀 그렇지 않다
YEDU2A11,다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,친구가 내 뜻과 다르게 행동하면 화를 내거나 짜증을 낸다 / 주말(하루 평균),1,전혀 그렇지 않다
YEDU2A12,다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,나와 다른 아이들과는 친해질 생각이 없다 / 주말(하루 평균),1,전혀 그렇지 않다
YEDU2A13,다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,친구들은 나의 어렵고 힘든 점에 대해 관심이 없다 / 주말(하루 평균),1,전혀 그렇지 않다
YDLQ1A01,지난 1년 동안 다음과 같은 행동을 한 경험이 있습니까?다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,담배 피우기 / 주말(하루 평균),1,전혀 없다
YDLQ1A02,지난 1년 동안 다음과 같은 행동을 한 경험이 있습니까?다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,술 마시기(제사나 성찬식 등에서 한 모금 정도마시는 경우는 제외) / 주말(하루 평균),1,전혀 없다
YDLQ1A03,지난 1년 동안 다음과 같은 행동을 한 경험이 있습니까?다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,무단결석(보호자나 선생님께 알리지 않고 학교에 가지 않은 경우) / 주말(하루 평균),1,전혀 없다
YDLQ1A04,지난 1년 동안 다음과 같은 행동을 한 경험이 있습니까?다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,가출(하룻밤 이상 보호자의 허락을 받지 않고 귀가하지 않은 경우) / 주말(하루 평균),1,전혀 없다
YDLQ1A05,지난 1년 동안 다음과 같은 행동을 한 경험이 있습니까?다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,다른 사람 심하게 놀리거나 조롱하기 / 주말(하루 평균),1,전혀 없다
YDLQ1A06,지난 1년 동안 다음과 같은 행동을 한 경험이 있습니까?다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,다른 사람 집단따돌림(왕따)시키기 / 주말(하루 평균),1,전혀 없다
YDLQ1A07,지난 1년 동안 다음과 같은 행동을 한 경험이 있습니까?다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,패싸움 / 주말(하루 평균),1,전혀 없다
YDLQ1A08,지난 1년 동안 다음과 같은 행동을 한 경험이 있습니까?다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,다른 사람 심하게 때리기 / 주말(하루 평균),1,전혀 없다
YDLQ1A09,지난 1년 동안 다음과 같은 행동을 한 경험이 있습니까?다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,다른 사람 협박하기 / 주말(하루 평균),1,전혀 없다
YDLQ1A10,지난 1년 동안 다음과 같은 행동을 한 경험이 있습니까?다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,다른 사람 돈이나 물건 뺏기(삥뜯기) / 주말(하루 평균),1,전혀 없다
YDLQ1A11,지난 1년 동안 다음과 같은 행동을 한 경험이 있습니까?다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,다른 사람 돈이나 물건 훔치기 / 주말(하루 평균),1,전혀 없다
YDLQ1A12,지난 1년 동안 다음과 같은 행동을 한 경험이 있습니까?다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,성관계 / 주말(하루 평균),1,전혀 없다
YDLQ1A13,지난 1년 동안 다음과 같은 행동을 한 경험이 있습니까?다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,성폭행이나 성희롱 / 주말(하루 평균),1,전혀 없다
YDLQ1A14,지난 1년 동안 다음과 같은 행동을 한 경험이 있습니까?다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,돈을 걸고 도박하기 / 주말(하루 평균),1,전혀 없다
YDLQ1A15,지난 1년 동안 다음과 같은 행동을 한 경험이 있습니까?다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,심한 욕설과 폭언 / 주말(하루 평균),1,전혀 없다
