var,construct,sub,first_val,first_val_label,form
YTIM1K01,지난 학기(조사년도 1학기) 중 하루를 어떻게 보냈는지에 대한 질문입니다. 각 항목별로 응답해 주십시오.,스마트폰을 가지고 노는 시간 / 평일,1,전혀 안 함,h
YTIM1C01,지난 학기(조사년도 1학기) 중 하루를 어떻게 보냈는지에 대한 질문입니다. 각 항목별로 응답해 주십시오.,평일 / 평소 잠을 잘 잡니까?,1,매우 못 잔다,h
YTIM1A03,지난 학기(조사년도 1학기) 중 하루를 어떻게 보냈는지에 대한 질문입니다. 각 항목별로 응답해 주십시오.,주말 / 기상(평균적으로 일어나는 시간),-,시,h
YTIM1N02,지난 학기(조사년도 1학기) 중 하루를 어떻게 보냈는지에 대한 질문입니다. 각 항목별로 응답해 주십시오.,위의 8)~11) 이외에 친구들과 노는 시간 / 주말,1,전혀 안 함,m
YTIM1N01,지난 학기(조사년도 1학기) 중 하루를 어떻게 보냈는지에 대한 질문입니다. 각 항목별로 응답해 주십시오.,위의 8)~11) 이외에 친구들과 노는 시간 / 평일,1,전혀 안 함,m
YTIM1A01,지난 학기(조사년도 1학기) 중 하루를 어떻게 보냈는지에 대한 질문입니다. 각 항목별로 응답해 주십시오.,평일 / 기상(평균적으로 일어나는 시간),-,시,h
YTIM1E02,지난 학기(조사년도 1학기) 중 하루를 어떻게 보냈는지에 대한 질문입니다. 각 항목별로 응답해 주십시오.,학원 및 과외시간 / 주말,1,전혀 안 함,h
YTIM1F01,지난 학기(조사년도 1학기) 중 하루를 어떻게 보냈는지에 대한 질문입니다. 각 항목별로 응답해 주십시오.,인터넷 및 TV강의 시간 / 평일,1,전혀 안 함,h
YTIM1B02,지난 학기(조사년도 1학기) 중 하루를 어떻게 보냈는지에 대한 질문입니다. 각 항목별로 응답해 주십시오.,평일 / 취침(평균적으로 잠드는 시간),-,분,m
YTIM1A02,지난 학기(조사년도 1학기) 중 하루를 어떻게 보냈는지에 대한 질문입니다. 각 항목별로 응답해 주십시오.,평일 / 기상(평균적으로 일어나는 시간),-,분,m
YTIM1B04,지난 학기(조사년도 1학기) 중 하루를 어떻게 보냈는지에 대한 질문입니다. 각 항목별로 응답해 주십시오.,주말 / 취침(평균적으로 잠드는 시간),-,분,m
YTIM1B03,지난 학기(조사년도 1학기) 중 하루를 어떻게 보냈는지에 대한 질문입니다. 각 항목별로 응답해 주십시오.,주말 / 취침(평균적으로 잠드는 시간),-,시,m
YTIM1F02,지난 학기(조사년도 1학기) 중 하루를 어떻게 보냈는지에 대한 질문입니다. 각 항목별로 응답해 주십시오.,인터넷 및 TV강의 시간 / 주말,1,전혀 안 함,m
YTIM1C02,지난 학기(조사년도 1학기) 중 하루를 어떻게 보냈는지에 대한 질문입니다. 각 항목별로 응답해 주십시오.,주말 / 평소 잠을 잘 잡니까?,1,매우 못 잔다,m
YFUR4A00,"([문12]에서 ②, ③에 응답한 사람만 응답) 장래 원하는 직업을 가질 수 있을 것이라고 생각하십니까?",사회재난 / 미세먼지,1,전혀 그렇지 않다,m
YMCQ1A01,이번에 하실 응답은 다른 두 시점에 얼마의 돈을 받을 수 있을 때 어느 쪽을 선택할지에 대한 것입니다.,"다음 주 목요일에 4,000원을 받는 것과 다음 주 목요일로부터 4주 뒤 목요일에 4,500원을 받는 것 중 어느 쪽을 선택하시겠습니까? / 주말(하루 평균)",1,"다음 주 목요일(4,000원)",h
YMCQ1A05,이번에 하실 응답은 다른 두 시점에 얼마의 돈을 받을 수 있을 때 어느 쪽을 선택할지에 대한 것입니다.,"다음 주 목요일을 기준으로 4주 뒤 목요일에 4,000원을 받는 것과 다음 주 목요일로부터 8주 뒤 목요일에 5,500원을 받는 것 중 어느 쪽을 선택하시겠습니까? / 미세먼지",1,"다음 주 목요일로부터 4주 뒤 목요일(4,000원)",m
YMCQ1A02,이번에 하실 응답은 다른 두 시점에 얼마의 돈을 받을 수 있을 때 어느 쪽을 선택할지에 대한 것입니다.,"다음 주 목요일에 4,000원을 받는 것과 다음 주 목요일로부터 4주 뒤 목요일에 5,500원을 받는 것 중 어느 쪽을 선택하시겠습니까? / 미세먼지",1,"다음 주 목요일(4,000원)",m
YMCQ1A03,이번에 하실 응답은 다른 두 시점에 얼마의 돈을 받을 수 있을 때 어느 쪽을 선택할지에 대한 것입니다.,"다음 주 목요일에 4,000원을 받는 것과 다음 주 목요일로부터 4주 뒤 목요일에 6,500원을 받는 것 중 어느 쪽을 선택하시겠습니까? / 주말(하루 평균)",1,"다음 주 목요일(4,000원)",h
YMCQ1A04,이번에 하실 응답은 다른 두 시점에 얼마의 돈을 받을 수 있을 때 어느 쪽을 선택할지에 대한 것입니다.,"다음 주 목요일을 기준으로 4주 뒤 목요일에 4,000원을 받는 것과 다음 주 목요일로부터 8주 뒤 목요일에 4,500원을 받는 것 중 어느 쪽을 선택하시겠습니까?  / 주말(하루 평균)",1,"다음 주 목요일로부터 4주 뒤 목요일(4,000원)",h
YMCQ1A06,이번에 하실 응답은 다른 두 시점에 얼마의 돈을 받을 수 있을 때 어느 쪽을 선택할지에 대한 것입니다.,"다음 주 목요일을 기준으로 4주 뒤 목요일에 4,000원을 받는 것과 다음 주 목요일로부터 8주 뒤 목요일에 6,500원을 받는 것 중 어느 쪽을 선택하시겠습니까? / 미세먼지",1,"다음 주 목요일로부터 4주 뒤 목요일(4,000원)",m
YRRS1A03,자신의 성향에 대한 질문입니다. 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,내가 저지른 잘못에서 교훈을 얻음으로써 잘못을 극복할 수 있다 / 미세먼지,1,전혀 그렇지 않다,m
YFAM1D03,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,셋째 형제자매 / 주말(하루 평균),-,시간,h
YFAM1D02,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,셋째 형제자매 / 평일(하루 평균),-,분,h
YFAM1D01,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,셋째 형제자매 / 평일(하루 평균),-,시간,h
YFAM1E02,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,넷째 형제자매 / 평일(하루 평균),-,분,h
YFAM1E01,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,넷째 형제자매 / 평일(하루 평균),-,시간,h
YRRS1A11,자신의 성향에 대한 질문입니다. 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"만약 어떤 사람이 나를 함부로 대한다면, 그들을 계속 나쁘게 생각할 것이다  / 미세먼지",1,전혀 그렇지 않다,m
YRRS1A10,자신의 성향에 대한 질문입니다. 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"과거에 나에게 상처를 주었던 사람이라도, 결국 그 사람을 좋은 사람이라고 여길 수 있다  / 미세먼지",1,전혀 그렇지 않다,m
YRRS1A09,자신의 성향에 대한 질문입니다. 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,나에게 상처를 주었던 사람을 계속 매정하게 대한다  / 미세먼지,1,전혀 그렇지 않다,m
YRRS1A08,자신의 성향에 대한 질문입니다. 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"시간이 지나면, 과거에 실수했던 사람을 이해할 수 있다 / 미세먼지",1,전혀 그렇지 않다,m
YRRS1A07,자신의 성향에 대한 질문입니다. 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"누군가 잘못된 행동을 했다고 생각하면, 계속 그 사람을 벌주려 한다 / 미세먼지",1,전혀 그렇지 않다,m
YRRS1A06,자신의 성향에 대한 질문입니다. 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"내가 느끼고, 생각하고, 말하고, 행동했던 부정적인 일들로 인해 스스로를 계속 비판한다  / 미세먼지",1,전혀 그렇지 않다,m
YRRS1A12,자신의 성향에 대한 질문입니다. 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,누군가에게 실망을 했더라도 나중에는 그것을 대수롭지 않게 여길 수 있다  / 미세먼지,1,전혀 그렇지 않다,m
YRRS1A05,자신의 성향에 대한 질문입니다. 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"시간이 지나면, 실수를 했던 나 자신을 이해할 수 있다 / 미세먼지",1,전혀 그렇지 않다,m
YFAM1E03,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,넷째 형제자매 / 주말(하루 평균),-,시간,h
YRRS1A04,자신의 성향에 대한 질문입니다. 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,일을 망치면 나 자신을 용납하기가 매우 어렵다  / 미세먼지,1,전혀 그렇지 않다,m
YFAM1D04,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,셋째 형제자매 / 주말(하루 평균),-,분,h
YFAM1C02,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,둘째 형제자매 / 평일(하루 평균),-,분,m
YFAM1H04,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,일곱째 형제자매 / 주말(하루 평균),-,분,h
YFAM1H03,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,일곱째 형제자매 / 주말(하루 평균),-,시간,h
YFAM1C04,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,둘째 형제자매 / 주말(하루 평균),-,분,m
YFAM1H01,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,일곱째 형제자매 / 평일(하루 평균),-,시간,h
YFAM1H02,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,일곱째 형제자매 / 평일(하루 평균),-,분,h
YFAM1G04,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,여섯째 형제자매 / 주말(하루 평균),-,분,m
YFAM1G03,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,여섯째 형제자매 / 주말(하루 평균),-,시간,m
YFAM1B01,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,첫째 형제자매 / 평일(하루 평균),-,시간,m
YFAM1B02,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,첫째 형제자매 / 평일(하루 평균),-,분,m
YFAM1B03,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,첫째 형제자매 / 주말(하루 평균),-,시간,m
YFAM1B04,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,첫째 형제자매 / 주말(하루 평균),-,분,m
YFAM1C01,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,둘째 형제자매 / 평일(하루 평균),-,시간,h
YFAM1C03,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,둘째 형제자매 / 주말(하루 평균),-,시간,h
YRRS1A01,자신의 성향에 대한 질문입니다. 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"무언가를 망쳤을 때, 처음에는 기분이 나쁘지만 시간이 지나면 그것을 잊을 수 있다 / 주말(하루 평균)",1,전혀 그렇지 않다,h
YRRS1A02,자신의 성향에 대한 질문입니다. 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,내가 저지른 잘못 때문에 나 자신을 원망한다  / 주말(하루 평균),1,전혀 그렇지 않다,h
YFAM1F01,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,다섯째 형제자매 / 평일(하루 평균),-,시간,m
YFAM1F02,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,다섯째 형제자매 / 평일(하루 평균),-,분,m
YRRS1A17,자신의 성향에 대한 질문입니다. 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"그 누구의 잘못도 아닌데 부정적인 상황이 발생했다면, 그것을 받아들이기 어려울 것이다  / 주말(하루 평균)",1,전혀 그렇지 않다,h
YRRS1A16,자신의 성향에 대한 질문입니다. 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,살아가면서 나쁜 상황이 생기더라도 결국 그것을 받아들일 수 있다 / 주말(하루 평균),1,전혀 그렇지 않다,h
YRRS1A18,자신의 성향에 대한 질문입니다. 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,통제할 수 없는 나쁜 상황에 대한 부정적인 생각들을 결국에는 흘려버릴 것이다  / 주말(하루 평균),1,전혀 그렇지 않다,h
YRRS1A14,자신의 성향에 대한 질문입니다. 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,시간이 지나면 인생의 나쁜 상황을 받아들일 수 있다 / 미세먼지,1,전혀 그렇지 않다,m
YRRS1A13,자신의 성향에 대한 질문입니다. 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"어쩔 수 없는 이유로 무언가가 잘못되었을 때, 그것에 대한 부정적인 생각에 사로잡힌다  / 미세먼지",1,전혀 그렇지 않다,m
YRRS1A15,자신의 성향에 대한 질문입니다. 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"어쩔 수 없는 상황으로 인해 실망하게 될 때, 계속 부정적으로 생각한다 / 미세먼지",1,전혀 그렇지 않다,m
YFAM1G02,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,여섯째 형제자매 / 평일(하루 평균),-,분,m
YFAM1F03,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,다섯째 형제자매 / 주말(하루 평균),-,시간,m
YFAM1F04,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,다섯째 형제자매 / 주말(하루 평균),-,분,m
YFAM1G01,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,여섯째 형제자매 / 평일(하루 평균),-,시간,m
YFAM1E04,귀하는 형제자매와 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,넷째 형제자매 / 주말(하루 평균),-,분,m
YACT3B01,좋아하는 연예인이나 운동선수와 관련하여 다음과 같은 행동을 얼마나 자주 했는지 응답해 주십시오.,"팬미팅(싸인회) 참석하기 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀없다,m
YACT3B08,좋아하는 연예인이나 운동선수와 관련하여 다음과 같은 행동을 얼마나 자주 했는지 응답해 주십시오.,"책, CD, DVD, 화보집 구입하기 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀없다,m
YACT3B06,좋아하는 연예인이나 운동선수와 관련하여 다음과 같은 행동을 얼마나 자주 했는지 응답해 주십시오.,"SNS, 블로그, 트위터, 기사 등에 댓글 달기 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀없다,m
YACT3B05,좋아하는 연예인이나 운동선수와 관련하여 다음과 같은 행동을 얼마나 자주 했는지 응답해 주십시오.,"선물 보내기 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀없다,m
YACT3B04,좋아하는 연예인이나 운동선수와 관련하여 다음과 같은 행동을 얼마나 자주 했는지 응답해 주십시오.,"팬레터 쓰기 및 메시지 보내기 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀없다,h
YACT3B02,좋아하는 연예인이나 운동선수와 관련하여 다음과 같은 행동을 얼마나 자주 했는지 응답해 주십시오.,"팬클럽이나 팬카페 활동하기 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀없다,h
YACT3B03,좋아하는 연예인이나 운동선수와 관련하여 다음과 같은 행동을 얼마나 자주 했는지 응답해 주십시오.,"방송국이나 공연장, 영화관(시사회), 경기장, 행사장가기 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀없다,h
YACT3B07,좋아하는 연예인이나 운동선수와 관련하여 다음과 같은 행동을 얼마나 자주 했는지 응답해 주십시오.,"사진과 동영상 감상 및 업로드하기 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀없다,h
YACT3B09,좋아하는 연예인이나 운동선수와 관련하여 다음과 같은 행동을 얼마나 자주 했는지 응답해 주십시오.,"굿즈(응원봉, 캐릭터, 플래카드, 인형 등) 만들기 또는 구입하기 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀없다,h
YFUR2A04,"진로(진학, 직업 선택 등)와 관련하여 다음 분들과 얼마나 자주 대화(또는 상담)하십니까?","친척‧친지 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 대화하지 않는다,h
YFUR2A01,"진로(진학, 직업 선택 등)와 관련하여 다음 분들과 얼마나 자주 대화(또는 상담)하십니까?","아버지 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 대화하지 않는다,h
YFUR2A02,"진로(진학, 직업 선택 등)와 관련하여 다음 분들과 얼마나 자주 대화(또는 상담)하십니까?","어머니 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 대화하지 않는다,h
YFUR2A06,"진로(진학, 직업 선택 등)와 관련하여 다음 분들과 얼마나 자주 대화(또는 상담)하십니까?","상담교사 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 대화하지 않는다,h
YFUR2A08,"진로(진학, 직업 선택 등)와 관련하여 다음 분들과 얼마나 자주 대화(또는 상담)하십니까?","기타 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 대화하지 않는다,m
YFUR2A05,"진로(진학, 직업 선택 등)와 관련하여 다음 분들과 얼마나 자주 대화(또는 상담)하십니까?","학교 선생님 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 대화하지 않는다,h
YFUR2A07,"진로(진학, 직업 선택 등)와 관련하여 다음 분들과 얼마나 자주 대화(또는 상담)하십니까?","학원/과외 선생님 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 대화하지 않는다,m
YFUR2A03,"진로(진학, 직업 선택 등)와 관련하여 다음 분들과 얼마나 자주 대화(또는 상담)하십니까?","형제‧자매 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 대화하지 않는다,h
YFUR2A08_T,"진로(진학, 직업 선택 등)와 관련하여 다음 분들과 얼마나 자주 대화(또는 상담)하십니까?","기타 (구체적으로) / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",-,,h
YALL1B02,부모님(부모님이 안 계신 경우에는 보호자)와 떨어져서 살고 있는 주된 이유는 무엇입니까?,통제할 수 없는 나쁜 상황에 대한 부정적인 생각들을 결국에는 흘려버릴 것이다  / 주말(하루 평균),1,학교 통학 때문에,h
YALL1B02_T,부모님(부모님이 안 계신 경우에는 보호자)와 떨어져서 살고 있는 주된 이유는 무엇입니까?,통제할 수 없는 나쁜 상황에 대한 부정적인 생각들을 결국에는 흘려버릴 것이다  / 주말(하루 평균),-,기타(적을 것: ),h
YPSY7A02,다음 각 문항에 대해 평소 본인의 생각과 가장 가깝다고 생각되는 곳에 응답해 주십시오.,"나는 문제를 해결하다가 어려움이 생겼을 때 크게 좌절하지 않으며, 다른 사람들보다 빨리 좌절에서 벗어난다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다,m
YPSY7A08,다음 각 문항에 대해 평소 본인의 생각과 가장 가깝다고 생각되는 곳에 응답해 주십시오.,"나는 부지런하다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다,m
YPSY7A07,다음 각 문항에 대해 평소 본인의 생각과 가장 가깝다고 생각되는 곳에 응답해 주십시오.,"나는 시작하면 무조건 끝낸다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다,h
YPSY7A01,다음 각 문항에 대해 평소 본인의 생각과 가장 가깝다고 생각되는 곳에 응답해 주십시오.,"나는 무엇을 하다가 다른 생각이 나면 집중하기가 어렵다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다,m
YPSY7A04,다음 각 문항에 대해 평소 본인의 생각과 가장 가깝다고 생각되는 곳에 응답해 주십시오.,"나는 노력가이다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다,m
YPSY7A05,다음 각 문항에 대해 평소 본인의 생각과 가장 가깝다고 생각되는 곳에 응답해 주십시오.,"나는 자주 목표를 세우지만 그것을 이루기 전에 다른 목표를 세우고는 한다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다,h
YPSY7A06,다음 각 문항에 대해 평소 본인의 생각과 가장 가깝다고 생각되는 곳에 응답해 주십시오.,"나는 무엇을 완성하는데 시간이 오래 걸리면 계속 열심히 하는 것이 어렵다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다,h
YPSY7A03,다음 각 문항에 대해 평소 본인의 생각과 가장 가깝다고 생각되는 곳에 응답해 주십시오.,"나는 어떤 문제에 잠깐 집중하다가 곧 흥미를 잃은 적이 있다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다,m
YINT1A00,지난 학기(조사년도 1학기) 전 과목 성적은 다음 중 어디에 해당한다고 생각하십니까?,"굿즈(응원봉, 캐릭터, 플래카드, 인형 등) 만들기 또는 구입하기 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,매우 못함,h
YEDU1A01,지난 학기(2020년도 1학기) 온라인 개학 기간 중 학교생활에 얼마나 만족하십니까?,"굿즈(응원봉, 캐릭터, 플래카드, 인형 등) 만들기 또는 구입하기 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,매우 불만족,m
YBRT1A,학생은 몇 년 몇 월에 태어났습니까? 실제 태어난 생년과 월을 아래에 써 주십시오.,,-,생년,h
YEDU1A02,지난 학기(2020년도 1학기) 등교 개학 기간 중 학교생활에 얼마나 만족하십니까?,"굿즈(응원봉, 캐릭터, 플래카드, 인형 등) 만들기 또는 구입하기 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,매우 불만족,m
YBRT1B,학생은 몇 년 몇 월에 태어났습니까? 실제 태어난 생년과 월을 아래에 써 주십시오.,,-,생월,h
YNON1A02,앞으로 1년 이내에 대학 진학 또는 취업을 할 가능성이 어느 정도라고 생각하십니까?,발전가능성 / 주말(하루 평균),1,매우 낮다,h
YPSY2A01,아래 문항을 읽고 자신을 가장 잘 설명한다고 생각하는 항목에 응답해 주십시오.,"전반적으로 나는 …  / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,아주 불행한 사람이다,m
YPSY2A04,아래 문항을 읽고 자신을 가장 잘 설명한다고 생각하는 항목에 응답해 주십시오.,"전반적으로 아주 불행한 사람들이 있다.그들은 특별히 우울한 일이 없어도 행복하지 않아 보인다.  나는 … / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다,m
YPSY2A03,아래 문항을 읽고 자신을 가장 잘 설명한다고 생각하는 항목에 응답해 주십시오.,"전반적으로 아주 행복한 사람들이 있다.그들은 무슨 일이 있어도 개의치 않고 즐겁게 지내는 편이다. 나는 … / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다,h
YPSY2A02,아래 문항을 읽고 자신을 가장 잘 설명한다고 생각하는 항목에 응답해 주십시오.,"다른 사람과 비교했을 때 나는… / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,아주 불행한 사람이다,m
YUNI1B05,현재 다니는 대학과 전공을 선택할 때 다음의 요인들을 얼마나 고려하였습니까?,학교선생님의 권유 / 주말(하루 평균),1,전혀 고려하지 않았다,h
YUNI1B04,현재 다니는 대학과 전공을 선택할 때 다음의 요인들을 얼마나 고려하였습니까?,친구 또는 친지의 권유 / 주말(하루 평균),1,전혀 고려하지 않았다,h
YUNI1B07,현재 다니는 대학과 전공을 선택할 때 다음의 요인들을 얼마나 고려하였습니까?,자신의 성적(수능/내신) / 주말(하루 평균),1,전혀 고려하지 않았다,h
YUNI1B02,현재 다니는 대학과 전공을 선택할 때 다음의 요인들을 얼마나 고려하였습니까?,졸업 후 취업 전망 / 주말(하루 평균),1,전혀 고려하지 않았다,h
YFAM3A00,형제자매는 총 몇 명입니까? 본인을 포함하여 총 몇 명인지 말씀해 주십시오.,"주말(하루 평균) / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",-,명,h
YUNI1B01,현재 다니는 대학과 전공을 선택할 때 다음의 요인들을 얼마나 고려하였습니까?,사회적 평판(평가) / 주말(하루 평균),1,전혀 고려하지 않았다,h
YUNI1B06,현재 다니는 대학과 전공을 선택할 때 다음의 요인들을 얼마나 고려하였습니까?,자신의 관심과 적성 / 주말(하루 평균),1,전혀 고려하지 않았다,h
YUNI1B03,현재 다니는 대학과 전공을 선택할 때 다음의 요인들을 얼마나 고려하였습니까?,부모님(가족)의 권유 / 주말(하루 평균),1,전혀 고려하지 않았다,h
YRME1Asc,RMET(Reading the Mind in the Eyes Test) 점수,사회재난 / 미세먼지,-,0~28 사이의 값,m
YPHY2C00,몽정/초경이 시작된 시기는 언제입니까? 해당되는 시기에 응답해 주십시오.,몽정/생리 시작 시기 / 주말(하루 평균),1,아직 시작되지 않았다,h
YALL1B01,현재 부모님(부모님이 안 계신 경우에는 보호자)과 함께 살고 있습니까?,통제할 수 없는 나쁜 상황에 대한 부정적인 생각들을 결국에는 흘려버릴 것이다  / 주말(하루 평균),1,부모님(부모님이 안 계신 경우에는 보호자)과 함께 살고 있다,h
YPSY5A06,다음 각 문항에 대하여 자신의 생각과 일치하는 항목에 응답해 주십시오.,"나는 그룹활동을 할 때, 친구가 다양한 관점에서 생각할 수 있도록 도와준다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다,h
YPSY5A13,다음 각 문항에 대하여 자신의 생각과 일치하는 항목에 응답해 주십시오.,"나는 그룹활동을 할 때, 중요한 사항이나 문제점이 생기면 친구들과 함께 해결한다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다,h
